,ID,Name,Latitude,Longitude,City,rating
0,4c192a016a21c9b60d23ca97,Taco Bell/Pizza Hut,34.03634067537125,-118.25749534601795,Los Angeles,5.8
1,4bf60608004ed13a4fe141a0,Taco Bell,34.06949943356786,-118.27730147597947,Los Angeles,6.6
2,4b96eef0f964a520b8ee34e3,Taco Bell/KFC,34.04741469579954,-118.20709705352782,Los Angeles,6.0
3,4bbd3db1593fef3b134f0356,Taco Bell,34.02657246483474,-118.27624520780533,Los Angeles,6.9
4,4b6b8de9f964a520990f2ce3,Taco Bell,34.07988597347856,-118.25985812917642,Los Angeles,5.4
5,4bc64e3db387d13a33b0c1e8,Taco Bell,34.073864,-118.212878,Los Angeles,5.7
6,4b6612b7f964a52026122be3,Taco Bell,34.057911793306566,-118.29254519744455,Los Angeles,5.8
7,4e4e273fbd4101d0d7a37c3c,Taco Bell,34.006013724177805,-118.25622837098099,Los Angeles,6.0
8,4b7759a1f964a52033942ee3,Taco Bell,34.022365944460596,-118.29186438367292,Los Angeles,6.4
9,4e2b3bbfb0fbc2edac1ff073,Taco Bell,34.015939530285685,-118.28594326972961,Los Angeles,5.9
10,4b0b0069f964a5205f2b23e3,Taco Bell,34.088396285769306,-118.30892530774673,Los Angeles,6.9
11,4c7b03fba8683704f099154d,Taco Bell,34.01112501647923,-118.3004521254898,Los Angeles,5.7
12,4b903d6df964a520497e33e3,Taco Bell,33.98951807358016,-118.22637684828315,Huntington Park,6.0
13,4a9305bef964a5208d1e20e3,Taco Bell,34.092357,-118.326281,Los Angeles,7.0
14,4aecc43df964a5200ccb21e3,Taco Bell,34.11166837849278,-118.18792017530419,Highland Park,6.0
15,4abbb59bf964a520898420e3,Taco Bell,34.08741788445254,-118.15170106567275,Alhambra,7.1
16,4c202a3163750f47f74ebc67,Taco Bell,34.030868711172296,-118.33485709485011,Los Angeles,5.8
17,4b8050ccf964a520326730e3,Taco Bell,34.03802282171314,-118.14710743542776,Monterey Park,6.2
18,4b959225f964a52009aa34e3,Taco Bell,34.02265686447326,-118.37206537794874,Los Angeles,6.0
19,4b567df1f964a520c91228e3,Taco Bell,34.07590744622613,-118.37458539144819,Los Angeles,5.9
20,4c23d7eec9bbef3b851bafac,Taco Bell,34.136302846104,-118.35238078606763,Universal City,6.2
21,4f71f6bb7beb1d18abcf1b14,Taco Bell/KFC,33.97716524297286,-118.37118635280305,Los Angeles,6.2
22,4c0bf47f009a0f4719e2ebbf,Taco Bell,33.94611308233913,-118.15480884440154,Downey,5.8
23,4c6e089165eda093119650d0,Taco Bell,33.93130724688142,-118.325621833469,Inglewood,5.8
24,4b0e2299f964a5203c5523e3,Taco Bell,34.14627700389953,-118.11011936257835,Pasadena,6.0
25,4bc3cfa3920eb7138f101e2c,Taco Bell,34.18106845589377,-118.15061520403184,Pasadena,5.9
26,4bd653bf4e32d13aeb92c280,Taco Bell,34.00624811907566,-118.42949733438886,Los Angeles,5.9
27,4b245d58f964a520906624e3,Taco Bell,34.164589726096146,-118.38744773412066,North Hollywood,6.1
28,4aa96245f964a520665320e3,Taco Bell,34.070290934198376,-118.44428230902122,Los Angeles,6.2
29,4be87775c5220f4731c6a9ca,Taco Bell,33.90104182978716,-118.34416211610228,Lawndale,6.5
30,4c35731c3896e21e4249ed90,Taco Bell,34.029420514001096,-118.45064840732128,Los Angeles,6.1
31,4b5e22a1f964a520967f29e3,Taco Bell/Pizza Hut,33.917372,-118.098776,Norwalk,6.4
32,4b594685f964a520b08328e3,Taco Bell,33.873199938181436,-118.29590831120103,Gardena,7.3
33,4af5b43cf964a52096fb21e3,Taco Bell,33.877702428308645,-118.35106590379498,Lawndale,7.5
34,4af5b3ddf964a52090fb21e3,Taco Bell,33.87303451212042,-118.37257220271997,Redondo Beach,6.6
35,4b86eca5f964a52030a631e3,Taco Bell,34.14006038516826,-118.00272409653469,Monrovia,6.6
36,4b5bb518f964a520451129e3,Taco Bell,33.9264,-118.012336,La Mirada,6.6
37,4c1150dc72caa593744d5da4,Taco Bell,33.895199687598414,-118.00863786357876,La Mirada,6.4
38,4ba0108ef964a520ee5637e3,Taco Bell,34.13322452481874,-117.92352680230458,Azusa,7.0
39,4b7cc3e8f964a520a9a42fe3,Taco Bell,33.87063950167964,-117.91964534662925,Fullerton,6.5
40,4b3d8c48f964a520639525e3,Taco Bell,34.106846,-117.819157,San Dimas,6.9
41,4bdc7517c79cc928b4a286e9,Taco Bell,33.888031,-117.842531,Placentia,6.9
42,4ba276a6f964a5203efb37e3,Taco Bell,33.727068,-117.919494,Santa Ana,6.6
43,4bc4d4192a89ef3bcde3f688,Taco Bell,34.15170040022546,-118.75871918138898,Agoura Hills,7.0
44,4bbcf16e4e069c74bb219ee3,Taco Bell,33.65957293918535,-117.86123906753289,Newport Beach,7.0
45,4bf19730189f0f47c071b762,Taco Bell,34.077931,-117.611333,Ontario,7.0
46,4bbaaea13db7b713e1a0239a,Taco Bell,34.12121484192792,-117.59324402690083,Rancho Cucamonga,7.2
47,4b539474f964a5203aa327e3,Taco Bell,34.07007730928617,-117.43662475592569,Fontana,6.7
